feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
324.0,1004.0,19.0,19.0,174.0,98.0,25.0,84.0,0.5493827160493827,0.4382716049382716
722.0,974.0,21.0,5.0,717.0,165.0,106.0,91.0,0.8476454293628809,0.8476454293628809
342.0,293.0,3.0,11.0,135.0,59.0,36.0,23.0,0.16666666666666666,0.14327485380116958
110.0,12006.0,9.0,6.0,11960.0,17.0,2.0,15.0,0.1,0.03636363636363636
657.0,407.0,58.0,77.0,202.0,148.0,2.0,147.0,0.0958904109589041,0.0182648401826484
295.0,1483.0,6.0,2.0,244.0,66.0,14.0,62.0,0.735593220338983,0.43050847457627117
407.0,1118.0,66.0,38.0,259.0,179.0,22.0,169.0,0.6142506142506142,0.542997542997543
1954.0,6458.0,95.0,46.0,1851.0,687.0,158.0,588.0,0.1345957011258956,0.04605936540429888
66.0,403.0,1.0,3.0,0.0,16.0,0.0,16.0,0.2727272727272727,0.24242424242424243
240.0,2004.0,3.0,10.0,59.0,57.0,5.0,56.0,0.5333333333333333,0.49166666666666664
478.0,1297.0,62.0,30.0,49.0,268.0,12.0,260.0,0.7656903765690377,0.6694560669456067
1902.0,514.0,7.0,53.0,209.0,162.0,47.0,128.0,0.1456361724500526,0.07360672975814932
1029.0,1216.0,97.0,20.0,379.0,348.0,24.0,335.0,0.11542192046556742,0.04849660523763336
496.0,1258.0,8.0,5.0,1217.0,56.0,38.0,21.0,0.11290322580645161,0.06653225806451613
66.0,871.0,2.0,5.0,843.0,32.0,27.0,8.0,0.6818181818181818,0.2878787878787879
375.0,366.0,7.0,15.0,272.0,54.0,29.0,29.0,0.06933333333333333,0.06133333333333333
231.0,2402.0,22.0,4.0,1159.0,56.0,19.0,49.0,0.19480519480519481,0.0735930735930736
106.0,102.0,4.0,5.0,51.0,17.0,3.0,15.0,0.16037735849056603,0.09433962264150944
487.0,149.0,11.0,9.0,88.0,45.0,17.0,29.0,0.055441478439425054,0.01642710472279261
292.0,1029.0,7.0,4.0,759.0,65.0,45.0,24.0,0.4041095890410959,0.1952054794520548
480.0,190.0,6.0,8.0,22.0,35.0,6.0,32.0,0.16041666666666668,0.16041666666666668
357.0,441.0,20.0,12.0,11.0,74.0,6.0,71.0,0.6610644257703081,0.5154061624649859
92.0,191.0,0.0,2.0,169.0,9.0,8.0,2.0,0.07608695652173914,0.07608695652173914
484.0,1240.0,0.0,3.0,1186.0,38.0,30.0,8.0,0.11363636363636363,0.10950413223140495
186.0,220.0,3.0,1.0,180.0,54.0,43.0,16.0,0.9408602150537635,0.40860215053763443
948.0,1051.0,57.0,18.0,795.0,182.0,106.0,96.0,0.11286919831223628,0.11286919831223628
1790.0,45585.0,1134.0,155.0,0.0,35736.0,0.0,35736.0,0.30541596873255167,0.22780569514237856
1660.0,4579.0,3.0,53.0,650.0,292.0,54.0,283.0,0.12228915662650602,0.031927710843373494
497.0,343.0,10.0,12.0,235.0,68.0,45.0,25.0,0.15492957746478872,0.11468812877263582
497.0,14749.0,30.0,20.0,281.0,171.0,10.0,168.0,0.08853118712273642,0.022132796780684104
866.0,1042.0,9.0,13.0,20.0,284.0,12.0,276.0,0.4907621247113164,0.4907621247113164
1715.0,208.0,13.0,7.0,30.0,62.0,5.0,61.0,0.12419825072886298,0.037317784256559766
162.0,557.0,4.0,6.0,39.0,54.0,5.0,52.0,0.6481481481481481,0.5123456790123457
741.0,2454.0,5.0,38.0,0.0,47.0,0.0,47.0,0.08502024291497975,0.010796221322537112
497.0,299.0,20.0,20.0,110.0,74.0,25.0,53.0,0.11670020120724346,0.0925553319919517
1931.0,907.0,158.0,108.0,157.0,481.0,1.0,481.0,0.1916105644743656,0.09373381667529777
494.0,356.0,5.0,8.0,338.0,66.0,55.0,11.0,0.11740890688259109,0.08502024291497975
3593.0,10914.0,535.0,134.0,5477.0,999.0,430.0,745.0,0.1722794322293348,0.1722794322293348
337.0,62.0,0.0,5.0,19.0,13.0,3.0,10.0,0.1572700296735905,0.032640949554896145
500.0,650.0,13.0,10.0,576.0,42.0,23.0,26.0,0.16733067729083664,0.11553784860557768
277.0,203.0,6.0,7.0,108.0,37.0,10.0,27.0,0.10108303249097472,0.08303249097472924
140.0,29633.0,7.0,0.0,14481.0,101.0,80.0,79.0,0.07142857142857142,0.02142857142857143
460.0,118.0,0.0,3.0,113.0,11.0,7.0,5.0,0.5369565217391304,0.4108695652173913
500.0,865.0,3.0,3.0,768.0,93.0,73.0,31.0,0.454,0.344
1727.0,17213.0,7.0,29.0,17170.0,34.0,3.0,31.0,0.15228720324261724,0.15170816444701796
646.0,166.0,44.0,14.0,56.0,79.0,26.0,59.0,0.7291021671826625,0.6934984520123839
1824.0,13413.0,23.0,26.0,10370.0,570.0,439.0,172.0,0.7823464912280702,0.6255482456140351
284.0,827.0,0.0,6.0,38.0,20.0,5.0,15.0,0.13028169014084506,0.10211267605633803
363.0,1216.0,33.0,16.0,455.0,91.0,35.0,67.0,0.1652892561983471,0.05509641873278237
136.0,872.0,3.0,2.0,407.0,56.0,26.0,50.0,0.9852941176470589,0.9779411764705882
60.0,478.0,2.0,0.0,47.0,50.0,11.0,49.0,0.6666666666666666,0.5333333333333333
603.0,592.0,2.0,21.0,558.0,34.0,7.0,28.0,0.12437810945273632,0.028192371475953566
119.0,3182.0,6.0,3.0,3155.0,18.0,2.0,16.0,0.3025210084033613,0.11764705882352941
493.0,1218.0,16.0,7.0,250.0,53.0,5.0,50.0,0.4340770791075051,0.3306288032454361
129.0,7.0,0.0,1.0,6.0,4.0,3.0,1.0,0.06976744186046512,0.023255813953488372
1998.0,61307.0,41.0,42.0,23588.0,1020.0,418.0,845.0,0.13563563563563563,0.04804804804804805
278.0,1400.0,278.0,0.0,173.0,490.0,15.0,486.0,0.23741007194244604,0.1474820143884892
80.0,894.0,2.0,1.0,415.0,53.0,42.0,37.0,0.2375,0.2375
655.0,157.0,26.0,22.0,0.0,53.0,0.0,53.0,0.09770992366412214,0.015267175572519083
59.0,64.0,1.0,0.0,53.0,6.0,3.0,4.0,0.7457627118644068,0.7457627118644068
945.0,2246.0,22.0,27.0,1603.0,116.0,15.0,105.0,0.40634920634920635,0.346031746031746
1688.0,4988.0,72.0,53.0,573.0,373.0,53.0,343.0,0.48045023696682465,0.48045023696682465
221.0,369.0,13.0,0.0,309.0,74.0,59.0,27.0,0.4298642533936652,0.4298642533936652
489.0,185.0,4.0,10.0,163.0,25.0,15.0,11.0,0.12883435582822086,0.05521472392638037
107.0,337.0,0.0,2.0,333.0,12.0,10.0,2.0,0.16822429906542055,0.04672897196261682
500.0,406.0,4.0,4.0,305.0,59.0,46.0,14.0,0.2649402390438247,0.18127490039840638
491.0,1894.0,12.0,17.0,1530.0,69.0,34.0,42.0,0.06109979633401222,0.028513238289205704
1760.0,809.0,21.0,15.0,176.0,194.0,51.0,152.0,0.6556818181818181,0.6556818181818181
327.0,242.0,0.0,8.0,2.0,27.0,2.0,25.0,0.13149847094801223,0.0672782874617737
1860.0,30750.0,136.0,33.0,25400.0,727.0,492.0,454.0,0.39301075268817204,0.28118279569892474
246.0,6749.0,6.0,5.0,6714.0,15.0,1.0,14.0,0.08130081300813008,0.036585365853658534
483.0,550.0,4.0,9.0,512.0,45.0,29.0,17.0,0.08488612836438923,0.049689440993788817
140.0,298.0,4.0,7.0,159.0,24.0,12.0,13.0,0.1,0.02857142857142857
998.0,1281.0,3.0,5.0,1103.0,111.0,89.0,25.0,0.19238476953907815,0.1342685370741483
72.0,1216.0,72.0,0.0,495.0,173.0,21.0,173.0,0.20833333333333334,0.09722222222222222
1950.0,928.0,8.0,28.0,397.0,217.0,66.0,171.0,0.1041025641025641,0.020512820512820513
159.0,1001.0,0.0,4.0,325.0,19.0,15.0,4.0,0.050314465408805034,0.03773584905660377
233.0,4840.0,233.0,0.0,1927.0,246.0,56.0,246.0,0.2703862660944206,0.1630901287553648
1873.0,2143.0,103.0,202.0,1055.0,353.0,131.0,272.0,0.20662039508809396,0.07688200747463962
1000.0,1901.0,7.0,6.0,835.0,107.0,39.0,87.0,0.091,0.031
1519.0,1803.0,87.0,26.0,1349.0,179.0,113.0,115.0,0.804476629361422,0.4167215273206057
1189.0,10851.0,1123.0,4.0,298.0,1121.0,1.0,1121.0,0.0873215785054576,0.033585222502099076
259.0,91.0,10.0,11.0,0.0,30.0,0.0,30.0,0.10810810810810811,0.019305019305019305
678.0,596.0,93.0,28.0,62.0,179.0,20.0,166.0,0.6548672566371682,0.504424778761062
500.0,4423.0,500.0,0.0,2226.0,579.0,241.0,552.0,0.204,0.08
500.0,467.0,7.0,5.0,382.0,41.0,18.0,26.0,0.282,0.238
499.0,1169.0,11.0,11.0,942.0,74.0,44.0,35.0,0.1062124248496994,0.08617234468937876
202.0,96.0,8.0,6.0,5.0,30.0,3.0,29.0,0.8267326732673267,0.7227722772277227
309.0,340.0,31.0,7.0,19.0,83.0,5.0,81.0,0.6181229773462783,0.40129449838187703
388.0,2880.0,14.0,2.0,1116.0,117.0,38.0,101.0,0.13144329896907217,0.015463917525773196
441.0,491.0,3.0,5.0,410.0,73.0,55.0,26.0,0.17233560090702948,0.10884353741496598
465.0,199.0,26.0,20.0,16.0,60.0,7.0,57.0,0.9440860215053763,0.24731182795698925
1995.0,703.0,10.0,6.0,192.0,270.0,47.0,245.0,0.1598997493734336,0.1598997493734336
834.0,3277.0,2.0,2.0,637.0,80.0,22.0,67.0,0.7410071942446043,0.6007194244604317
499.0,869.0,6.0,6.0,823.0,55.0,37.0,19.0,0.19438877755511022,0.08216432865731463
206.0,1776.0,133.0,7.0,160.0,310.0,21.0,310.0,0.3058252427184466,0.3058252427184466
49.0,213.0,0.0,1.0,203.0,16.0,15.0,2.0,0.6326530612244898,0.6326530612244898
28.0,1031.0,1.0,4.0,936.0,13.0,12.0,6.0,0.8571428571428571,0.8571428571428571
460.0,1828.0,0.0,10.0,1787.0,42.0,33.0,10.0,0.09565217391304348,0.08043478260869565
176.0,316.0,3.0,0.0,192.0,103.0,66.0,61.0,0.9318181818181818,0.9090909090909091
413.0,1954.0,2.0,4.0,426.0,79.0,19.0,67.0,0.6900726392251816,0.6900726392251816
327.0,1831.0,43.0,10.0,1408.0,161.0,108.0,83.0,0.5168195718654435,0.3119266055045872
28.0,387.0,28.0,0.0,315.0,49.0,1.0,48.0,0.14285714285714285,0.07142857142857142
500.0,244.0,14.0,13.0,170.0,58.0,38.0,22.0,0.092,0.084
247.0,3067.0,25.0,4.0,2567.0,159.0,129.0,90.0,0.3562753036437247,0.3562753036437247
155.0,286.0,12.0,9.0,162.0,34.0,6.0,28.0,0.08387096774193549,0.03225806451612903
933.0,271.0,12.0,7.0,101.0,64.0,15.0,51.0,0.7502679528403001,0.22186495176848875
68.0,3605.0,68.0,0.0,0.0,147.0,0.0,147.0,0.6323529411764706,0.38235294117647056
2038.0,5774.0,139.0,76.0,711.0,488.0,51.0,466.0,0.2801766437684004,0.2801766437684004
882.0,4672.0,244.0,140.0,403.0,2626.0,7.0,2626.0,0.19683257918552036,0.042986425339366516
484.0,2667.0,70.0,74.0,1290.0,153.0,29.0,140.0,0.5041322314049587,0.5041322314049587
947.0,1108.0,16.0,35.0,404.0,108.0,36.0,74.0,0.06230200633579725,0.06230200633579725
381.0,1708.0,39.0,13.0,1402.0,88.0,34.0,66.0,0.2335958005249344,0.1784776902887139
4234.0,41421.0,193.0,249.0,12520.0,729.0,341.0,510.0,0.38568729333963153,0.25059045819555975
937.0,52091.0,360.0,9.0,16347.0,663.0,213.0,619.0,0.22625400213447172,0.22625400213447172
2000.0,311.0,9.0,4.0,101.0,89.0,27.0,70.0,0.193,0.096
67.0,572.0,67.0,0.0,428.0,103.0,7.0,103.0,0.22388059701492538,0.208955223880597
62.0,157.0,3.0,5.0,4.0,20.0,2.0,18.0,0.0967741935483871,0.08064516129032258
423.0,339.0,5.0,5.0,284.0,25.0,13.0,13.0,0.07328605200945626,0.07328605200945626
997.0,13542.0,11.0,7.0,5494.0,172.0,104.0,123.0,0.7612838515546639,0.6379137412236711
1763.0,20176.0,137.0,22.0,1167.0,836.0,39.0,823.0,0.9432785025524674,0.8207600680657969
1999.0,1947.0,3.0,3.0,1394.0,265.0,194.0,111.0,0.16708354177088544,0.0735367683841921
434.0,31.0,0.0,5.0,0.0,5.0,0.0,5.0,0.07603686635944701,0.04377880184331797
583.0,2638.0,28.0,22.0,51.0,129.0,11.0,125.0,0.10120068610634649,0.029159519725557463
482.0,403.0,4.0,10.0,119.0,66.0,53.0,13.0,0.23029045643153526,0.2033195020746888
495.0,340.0,14.0,12.0,130.0,54.0,14.0,42.0,0.10101010101010101,0.10101010101010101
145.0,131.0,2.0,2.0,43.0,13.0,3.0,12.0,0.041379310344827586,0.006896551724137931
265.0,452.0,14.0,6.0,20.0,78.0,5.0,75.0,0.37735849056603776,0.2188679245283019
167.0,458.0,16.0,5.0,314.0,53.0,11.0,44.0,0.38922155688622756,0.2634730538922156
1993.0,6394.0,30.0,29.0,4118.0,418.0,278.0,232.0,0.37180130456598093,0.13748118414450577
78.0,20.0,1.0,0.0,10.0,7.0,2.0,5.0,0.16666666666666666,0.11538461538461539
600.0,5381.0,194.0,21.0,2614.0,332.0,146.0,275.0,0.14333333333333334,0.043333333333333335
656.0,1450.0,7.0,36.0,586.0,92.0,36.0,70.0,0.08841463414634146,0.025914634146341462
748.0,3624.0,199.0,48.0,376.0,416.0,54.0,395.0,0.8435828877005348,0.8435828877005348
471.0,633.0,115.0,108.0,369.0,148.0,37.0,127.0,0.19957537154989385,0.0870488322717622
895.0,5642.0,22.0,10.0,4536.0,150.0,104.0,83.0,0.25863991081382387,0.1426978818283166
200.0,414.0,1.0,1.0,385.0,34.0,27.0,7.0,0.475,0.44
45.0,67.0,0.0,2.0,14.0,5.0,2.0,3.0,0.37777777777777777,0.26666666666666666
757.0,16159.0,51.0,95.0,1479.0,552.0,25.0,541.0,0.12681638044914134,0.02906208718626156
1810.0,8944.0,59.0,82.0,337.0,531.0,26.0,522.0,0.13701657458563535,0.020994475138121547
490.0,4856.0,1.0,3.0,2027.0,68.0,33.0,53.0,0.7020408163265306,0.573469387755102
336.0,1485.0,60.0,12.0,785.0,145.0,42.0,115.0,0.11607142857142858,0.050595238095238096
450.0,923.0,14.0,26.0,438.0,72.0,12.0,62.0,0.04666666666666667,0.022222222222222223
1100.0,159.0,0.0,9.0,93.0,73.0,33.0,45.0,0.23636363636363636,0.07727272727272727
2000.0,11429.0,1998.0,0.0,116.0,1992.0,4.0,1992.0,0.10989010989010989,0.026473526473526472
1933.0,2264.0,73.0,54.0,1071.0,228.0,97.0,168.0,0.13540051679586562,0.04186046511627907
500.0,488.0,3.0,3.0,398.0,60.0,43.0,20.0,0.39,0.344
541.0,421.0,5.0,13.0,189.0,55.0,24.0,37.0,0.09796672828096119,0.025878003696857672
563.0,42.0,0.0,13.0,0.0,10.0,0.0,10.0,0.08880994671403197,0.03374777975133215
1944.0,672.0,3.0,16.0,652.0,19.0,7.0,13.0,0.029835390946502057,0.014917695473251029
498.0,1002.0,6.0,7.0,938.0,59.0,39.0,22.0,0.37349397590361444,0.2971887550200803
497.0,387.0,2.0,5.0,355.0,33.0,14.0,20.0,0.10663983903420524,0.03621730382293763
35.0,163.0,12.0,0.0,52.0,29.0,12.0,27.0,0.6857142857142857,0.6
1668.0,543.0,54.0,10.0,205.0,186.0,63.0,138.0,0.8375299760191847,0.7278177458033573
1485.0,5122.0,28.0,50.0,2286.0,294.0,127.0,224.0,0.13063973063973064,0.027609427609427608
933.0,617.0,1.0,11.0,518.0,103.0,75.0,32.0,0.5016042780748663,0.31122994652406416
493.0,8062.0,24.0,25.0,5109.0,116.0,62.0,82.0,0.18864097363083165,0.18864097363083165
482.0,655.0,12.0,20.0,282.0,79.0,51.0,31.0,0.16597510373443983,0.12033195020746888
195.0,1215.0,4.0,6.0,1056.0,43.0,31.0,14.0,0.11282051282051282,0.05641025641025641
481.0,9.0,0.0,6.0,0.0,5.0,0.0,5.0,0.04365904365904366,0.014553014553014554
722.0,950.0,1.0,5.0,893.0,82.0,64.0,19.0,0.12742382271468145,0.12742382271468145
500.0,527.0,12.0,10.0,102.0,44.0,8.0,36.0,0.064,0.06
499.0,508.0,20.0,15.0,435.0,54.0,25.0,30.0,0.050100200400801605,0.03807615230460922
4994.0,23835.0,393.0,75.0,4241.0,838.0,113.0,779.0,0.1313050440352282,0.04603682946357086
425.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.004705882352941176,0.002352941176470588
263.0,70.0,0.0,2.0,56.0,15.0,7.0,8.0,0.057034220532319393,0.022813688212927757
373.0,234.0,3.0,10.0,90.0,61.0,12.0,55.0,0.18230563002680966,0.03753351206434316
499.0,288.0,6.0,7.0,268.0,45.0,32.0,13.0,0.09619238476953908,0.08216432865731463
208.0,770.0,9.0,8.0,1.0,36.0,1.0,35.0,0.35096153846153844,0.1346153846153846
498.0,843.0,15.0,7.0,377.0,59.0,28.0,33.0,0.1144578313253012,0.04216867469879518
525.0,354.0,2.0,4.0,127.0,35.0,15.0,27.0,0.88,0.8342857142857143
420.0,1601.0,8.0,3.0,1577.0,29.0,19.0,13.0,0.030952380952380953,0.014285714285714285
1924.0,3711.0,39.0,61.0,242.0,530.0,38.0,505.0,0.17723492723492723,0.17723492723492723
132.0,93.0,0.0,1.0,73.0,8.0,4.0,4.0,0.12878787878787878,0.045454545454545456
429.0,474.0,2.0,4.0,422.0,47.0,37.0,11.0,0.19347319347319347,0.14918414918414918
500.0,486.0,7.0,7.0,430.0,33.0,16.0,19.0,0.056,0.044
1342.0,549.0,58.0,14.0,280.0,152.0,76.0,88.0,0.7622950819672131,0.6348733233979136
679.0,569.0,44.0,31.0,22.0,132.0,7.0,128.0,0.8795888399412628,0.6402349486049926
362.0,699.0,20.0,14.0,251.0,94.0,20.0,77.0,0.10220994475138122,0.049723756906077346
972.0,4922.0,36.0,16.0,661.0,290.0,48.0,268.0,0.10185185185185185,0.10185185185185185
1276.0,3025.0,52.0,24.0,842.0,177.0,44.0,160.0,0.07589984350547731,0.019561815336463225
197.0,606.0,5.0,6.0,484.0,51.0,35.0,20.0,0.13705583756345177,0.13705583756345177
477.0,1025.0,20.0,25.0,650.0,97.0,22.0,77.0,0.05870020964360587,0.023060796645702306
210.0,914.0,6.0,19.0,44.0,113.0,7.0,112.0,0.35714285714285715,0.2857142857142857
1030.0,920.0,85.0,26.0,305.0,188.0,58.0,150.0,0.13495145631067962,0.04854368932038835
432.0,6913.0,7.0,2.0,717.0,106.0,20.0,100.0,0.22453703703703703,0.09027777777777778
1315.0,1615.0,15.0,48.0,352.0,244.0,33.0,235.0,0.19391634980988592,0.09277566539923954
922.0,3037.0,2.0,119.0,1550.0,189.0,70.0,149.0,0.19956616052060738,0.03579175704989154
115.0,455.0,3.0,13.0,81.0,50.0,14.0,45.0,0.2,0.05217391304347826
52.0,2260.0,52.0,0.0,23.0,60.0,2.0,60.0,0.5384615384615384,0.11538461538461539
494.0,679.0,46.0,43.0,12.0,117.0,4.0,113.0,0.48582995951417,0.06072874493927125
463.0,509.0,27.0,29.0,0.0,110.0,0.0,110.0,0.1447084233261339,0.02159827213822894
381.0,226.0,7.0,2.0,185.0,45.0,29.0,20.0,0.7322834645669292,0.22572178477690288
381.0,441.0,0.0,10.0,432.0,15.0,10.0,6.0,0.026246719160104987,0.01837270341207349
452.0,313.0,32.0,14.0,48.0,73.0,7.0,68.0,0.08849557522123894,0.022123893805309734
1159.0,8213.0,45.0,20.0,2923.0,260.0,77.0,236.0,0.43410852713178294,0.43410852713178294
1407.0,1668.0,109.0,68.0,63.0,317.0,13.0,307.0,0.21433640880056778,0.06529453513129879
500.0,102.0,5.0,5.0,40.0,35.0,8.0,29.0,0.208,0.072
180.0,598.0,85.0,1.0,230.0,132.0,45.0,124.0,0.08888888888888889,0.03888888888888889
576.0,29723.0,36.0,21.0,6103.0,198.0,67.0,187.0,0.6180555555555556,0.6180555555555556
323.0,1988.0,88.0,4.0,782.0,179.0,73.0,161.0,0.17592592592592593,0.05246913580246913
161.0,1392.0,0.0,3.0,112.0,82.0,5.0,81.0,0.84472049689441,0.5900621118012422
851.0,4983.0,143.0,271.0,1850.0,347.0,149.0,250.0,0.5193889541715628,0.5193889541715628
329.0,161.0,3.0,8.0,0.0,19.0,0.0,19.0,0.10030395136778116,0.02127659574468085
32.0,536.0,2.0,2.0,452.0,16.0,11.0,13.0,0.71875,0.71875
208.0,20918.0,0.0,2.0,20900.0,6.0,1.0,5.0,0.10096153846153846,0.028846153846153848
141.0,4227.0,4.0,20.0,137.0,91.0,4.0,91.0,0.5460992907801419,0.3475177304964539
404.0,3921.0,2.0,11.0,3902.0,15.0,3.0,13.0,0.09900990099009901,0.024752475247524754
982.0,53833.0,96.0,61.0,4525.0,596.0,124.0,566.0,0.15071283095723015,0.03665987780040733
68.0,25.0,0.0,1.0,23.0,3.0,1.0,2.0,0.058823529411764705,0.029411764705882353
1407.0,573.0,80.0,27.0,151.0,124.0,29.0,106.0,0.6751954513148543,0.673773987206823
173.0,143.0,11.0,18.0,84.0,31.0,6.0,25.0,0.057803468208092484,0.017341040462427744
152.0,538.0,1.0,1.0,530.0,28.0,25.0,4.0,0.8421052631578947,0.7236842105263158
988.0,1795.0,30.0,33.0,712.0,128.0,49.0,107.0,0.1396761133603239,0.0354251012145749
157.0,263.0,17.0,7.0,4.0,38.0,3.0,36.0,0.6942675159235668,0.6687898089171974
352.0,1531.0,14.0,26.0,1101.0,63.0,14.0,52.0,0.056818181818181816,0.04261363636363636
86.0,627.0,4.0,11.0,78.0,48.0,7.0,44.0,0.16279069767441862,0.03488372093023256
1957.0,3901.0,163.0,81.0,1284.0,523.0,112.0,452.0,0.85947879407256,0.7690342360756259
197.0,77.0,19.0,5.0,31.0,28.0,1.0,27.0,0.5634517766497462,0.5025380710659898
12.0,12262.0,6.0,0.0,9215.0,14.0,11.0,14.0,0.25,0.25
498.0,449.0,12.0,12.0,234.0,55.0,15.0,43.0,0.0783132530120482,0.04216867469879518
1106.0,530.0,71.0,22.0,6.0,135.0,2.0,135.0,0.8291139240506329,0.7622061482820977
280.0,2845.0,64.0,8.0,464.0,144.0,28.0,125.0,0.6321428571428571,0.45357142857142857
215.0,202.0,4.0,5.0,22.0,26.0,2.0,25.0,0.6976744186046512,0.26046511627906976
460.0,6484.0,8.0,13.0,319.0,127.0,5.0,125.0,0.47391304347826085,0.27608695652173915
766.0,7093.0,27.0,0.0,5925.0,365.0,327.0,146.0,0.1796875,0.1796875
500.0,4030.0,3.0,3.0,3986.0,61.0,49.0,14.0,0.3107569721115538,0.27689243027888444
167.0,502.0,24.0,9.0,18.0,61.0,3.0,60.0,0.8562874251497006,0.5089820359281437
500.0,294.0,13.0,12.0,266.0,60.0,42.0,21.0,0.11,0.084
329.0,939.0,0.0,2.0,909.0,21.0,14.0,10.0,0.0851063829787234,0.04559270516717325
1719.0,1202.0,12.0,42.0,6.0,151.0,3.0,150.0,0.629435718440954,0.47760325770796974
242.0,420.0,7.0,17.0,263.0,45.0,14.0,32.0,0.09917355371900827,0.028925619834710745
1657.0,4813.0,103.0,27.0,814.0,235.0,56.0,207.0,0.40977670488835244,0.3977066988533494
499.0,863.0,10.0,7.0,767.0,76.0,63.0,13.0,0.16633266533066132,0.1623246492985972
313.0,296.0,0.0,4.0,56.0,15.0,5.0,13.0,0.18210862619808307,0.0670926517571885
355.0,5.0,0.0,1.0,3.0,3.0,1.0,2.0,0.03943661971830986,0.016901408450704224
317.0,1070.0,72.0,11.0,508.0,181.0,101.0,130.0,0.15457413249211358,0.05993690851735016
145.0,535.0,1.0,8.0,482.0,29.0,21.0,14.0,0.18620689655172415,0.15862068965517243
1369.0,185.0,12.0,9.0,26.0,24.0,1.0,23.0,0.6834427425237053,0.6389496717724289
179.0,12699.0,1.0,6.0,12674.0,11.0,1.0,10.0,0.09497206703910614,0.027932960893854747
1681.0,4613.0,0.0,92.0,0.0,69.0,0.0,69.0,0.2540154669839381,0.165377751338489
1027.0,1595.0,41.0,33.0,782.0,269.0,95.0,213.0,0.09639727361246349,0.018500486854917234
43.0,176.0,6.0,2.0,23.0,25.0,3.0,23.0,0.13953488372093023,0.06976744186046512
497.0,722.0,30.0,19.0,202.0,100.0,25.0,84.0,0.2193158953722334,0.18309859154929578
495.0,707.0,4.0,3.0,629.0,65.0,55.0,11.0,0.3515151515151515,0.20404040404040405
276.0,1361.0,57.0,0.0,525.0,151.0,43.0,136.0,0.16666666666666666,0.05434782608695652
391.0,3066.0,53.0,8.0,1990.0,143.0,76.0,73.0,0.22250639386189258,0.10485933503836317
979.0,416.0,0.0,3.0,354.0,56.0,3.0,53.0,0.2574055158324821,0.21859039836567926
460.0,358.0,2.0,4.0,94.0,35.0,10.0,28.0,0.7869565217391304,0.717391304347826
1926.0,5926.0,15.0,44.0,1246.0,450.0,129.0,402.0,0.15472481827622014,0.0680166147455867
253.0,657.0,20.0,11.0,137.0,81.0,20.0,68.0,0.47035573122529645,0.39920948616600793
463.0,453.0,8.0,7.0,292.0,71.0,8.0,65.0,0.4470842332613391,0.30669546436285094
299.0,1652.0,76.0,9.0,637.0,141.0,37.0,116.0,0.18729096989966554,0.09698996655518395
173.0,285.0,9.0,13.0,2.0,37.0,1.0,37.0,0.47398843930635837,0.3930635838150289
1516.0,4377.0,0.0,20.0,1919.0,309.0,109.0,246.0,0.14313984168865435,0.029683377308707123
387.0,413.0,25.0,3.0,157.0,239.0,35.0,214.0,0.18604651162790697,0.082687338501292
385.0,403.0,0.0,4.0,388.0,39.0,32.0,8.0,0.7305699481865285,0.5880829015544041
4710.0,89893.0,4211.0,0.0,11536.0,4384.0,91.0,4370.0,0.3934182590233546,0.39065817409766457
312.0,1079.0,9.0,3.0,315.0,109.0,28.0,98.0,0.8846153846153846,0.8397435897435898
989.0,882.0,5.0,8.0,674.0,90.0,53.0,40.0,0.09302325581395349,0.025278058645096056
675.0,505.0,29.0,4.0,175.0,194.0,64.0,154.0,0.9155555555555556,0.8637037037037038
397.0,517.0,8.0,5.0,452.0,62.0,41.0,23.0,0.13350125944584382,0.05037783375314862
496.0,261.0,4.0,7.0,4.0,33.0,2.0,31.0,0.6526104417670683,0.4859437751004016
1000.0,2103.0,46.0,13.0,24.0,419.0,15.0,416.0,0.8231768231768232,0.5894105894105894
1762.0,1081.0,79.0,313.0,200.0,453.0,2.0,451.0,0.10839954597048808,0.09648127128263337
500.0,417.0,4.0,4.0,382.0,54.0,51.0,4.0,0.09,0.08
377.0,343.0,12.0,6.0,3.0,57.0,2.0,56.0,0.8647214854111406,0.5729442970822282
500.0,1752.0,11.0,11.0,1596.0,98.0,70.0,28.0,0.156,0.064
1482.0,490.0,13.0,16.0,62.0,90.0,10.0,84.0,0.46626180836707154,0.3900134952766532
24.0,175.0,0.0,4.0,3.0,20.0,1.0,20.0,0.75,0.75
59.0,219.0,9.0,1.0,49.0,28.0,1.0,28.0,0.15254237288135594,0.06779661016949153
499.0,193.0,7.0,8.0,114.0,29.0,15.0,16.0,0.25250501002004005,0.218436873747495
836.0,10846.0,26.0,12.0,6552.0,180.0,69.0,148.0,0.7882775119617225,0.3492822966507177
194.0,143.0,21.0,7.0,96.0,36.0,14.0,25.0,0.711340206185567,0.654639175257732
279.0,141.0,4.0,4.0,37.0,24.0,6.0,19.0,0.1003584229390681,0.06093189964157706
164.0,346.0,14.0,3.0,134.0,42.0,24.0,28.0,0.6097560975609756,0.4146341463414634
1493.0,2042.0,68.0,118.0,1128.0,316.0,44.0,287.0,0.17347622237106497,0.06363027461486939
500.0,3822.0,12.0,12.0,883.0,93.0,45.0,56.0,0.17,0.126
